year,constructed_district,matched_via,centroid_distance_km,nearest_dist_m,official_index,centroid_constructed_wkt,centroid_official_wkt
1871,Aberayron,within,1.5307466323575913,,181,POINT (248477.618652 257228.018955),POINT (246952.700132 257361.468421)
1871,Abergavenny,within,8.282062681024273,,505,POINT (299684.699978 236119.750381),POINT (298838.893059 227880.989982)
1871,Aberystwyth,within,1.436276407334207,,151,POINT (269551.384998 280584.316228),POINT (268137.541109 280331.461772)
1871,Abingdon,within,0.09443583510611148,,288,POINT (448882.25901 198934.638646),POINT (448884.725003 199029.042279)
1871,Alcester,within,2.0450005882385036,,180,POINT (409321.017488 259571.354057),POINT (407284.197183 259388.623521)
1871,Alderbury,within,1.3675674092988985,,611,POINT (418139.34745 127357.834142),POINT (418918.496003 126233.926605)
1871,Alnwick,within,0.5529857990477185,,56,POINT (417324.239405 613219.170058),POINT (417614.868854 612748.715153)
1871,Alresford,within,0.44167159375344306,,347,POINT (460266.015394 132269.018545),POINT (459830.402963 132196.110342)
1871,Alton (1837 onw),within,5.182184676298991,,604,POINT (469042.333624 139919.725147),POINT (473963.373389 138295.408166)
1871,Altrincham,within,0.20536170864053885,,66,POINT (375733.145717 383505.813037),POINT (375938.026727 383491.770144)
1871,Alverstoke,within,0.13586116731322834,,360,POINT (459941.449306 100807.292875),POINT (459946.923068 100943.04373)
1871,Amersham,within,1.4314529168033625,,223,POINT (497078.101667 197524.906601),POINT (495650.922094 197635.432257)
1871,Amesbury,within,5.172544032699621,,320,POINT (418067.955328 161129.620362),POINT (417036.465256 156060.967681)
1871,Ampthill,within,3.2087606763543697,,143,POINT (498234.814546 228390.859127),POINT (498039.760387 231593.68584)
1871,Andover,within,1.1878459682677132,,326,POINT (434990.731779 147830.895621),POINT (434072.80843 147076.976017)
1871,Anglesey (1837-1937),within,1.6906480737220853,,472,POINT (237573.293881 381163.584027),POINT (238488.625522 382585.012497)
1871,Anglesey (1968-1974),within,1.6906480737220853,,472,POINT (237573.293881 381163.584027),POINT (238488.625522 382585.012497)
1871,Ashbourne,within,5.199201007580973,,87,POINT (420856.53849 344849.312788),POINT (418632.321448 349548.73293)
1871,Ashby de la Zouch,within,2.308122318226076,,441,POINT (435425.028031 317535.372167),POINT (436570.619648 315531.613578)
1871,Ashton under Lyne (1848-1937),within,8.771790713853111,,17,POINT (402432.703802 415434.29338),POINT (406430.154421 423242.282935)
1871,Aston (1837-1924),within,10.0190582174491,,442,POINT (408800.632447 302348.713837),POINT (410213.120236 312267.706014)
1871,Atcham,within,1.5894956172852326,,493,POINT (354476.074468 344116.044529),POINT (352895.549581 343947.410613)
1871,Atherstone,within,2.9275363613823124,,166,POINT (433512.254887 281995.772791),POINT (433398.282202 279070.455821)
1871,Auckland,within,2.4806914100348862,,37,POINT (416235.129333 532526.62103),POINT (416251.826813 530045.985816)
1871,Axbridge,within,9.224767274665632,,588,POINT (353817.068153 162200.369041),POINT (348981.460201 170056.145705)
1871,Axminster,within,2.0611330980344746,,432,POINT (327873.472389 96464.496165),POINT (328468.866969 98437.761211)
1871,Aylesbury,within,2.4029995484764286,,74,POINT (457395.798473 224943.187722),POINT (456465.413966 222727.608452)
1871,Bakewell (1839 onw),within,4.551886535140089,,29,POINT (421700.913612 365564.217777),POINT (421267.78572 370095.45064)
1871,Bala,within,0.025114852351613273,,94,POINT (289658.267971 334781.482914),POINT (289657.694848 334756.374602)
1871,Banbury,within,4.801225036817023,,198,POINT (443062.773097 237297.496411),POINT (442990.890755 242098.183318)
1871,Bangor,within,3.115808432140967,,480,POINT (259266.021737 366983.459036),POINT (258351.176437 369961.935201)
1871,Barnet,within,0.030181714584615802,,519,POINT (523384.073107 197391.749913),POINT (523378.668238 197362.056088)
1871,Barnsley,within,4.215970933786644,,476,POINT (430285.797478 379646.771075),POINT (431179.355316 383766.961035)
1871,Barnstaple,within,2.6831898561970724,,338,POINT (262080.32874 139033.521546),POINT (259439.995467 138555.873124)
1871,Barrow upon Soar,within,10.626447122780892,,91,POINT (460510.111983 331391.315671),POINT (469581.746175 336925.467055)
1871,Barton upon Irwell (1850-1934),within,5.877010636558803,,66,POINT (370706.947406 386170.400981),POINT (375938.026727 383491.770144)
1871,Basford,within,2.9086970477272702,,83,POINT (450065.952872 364585.143981),POINT (451623.404437 362128.548137)
1871,Basingstoke,within,7.860813459934807,,324,POINT (457452.706838 157297.046744),POINT (449694.727846 158564.386563)
1871,Bath,within,5.248545029962648,,246,POINT (397878.735726 190737.438643),POINT (394294.587511 186903.236444)
1871,Battle,within,12.597345460442394,,603,POINT (550578.480454 130938.291771),POINT (539353.463604 136655.993179)
1871,Beaminster,within,5.924260628736571,,292,POINT (356281.211796 114730.57416),POINT (350956.009252 117326.548323)
1871,Bedale,within,10.848207431256556,,5,POINT (436583.065295 479872.704343),POINT (428486.694877 472652.427996)
1871,Bedford,within,7.972681279526458,,555,POINT (490372.234317 258284.399663),POINT (490112.004075 266252.832822)
1871,Bedminster,within,6.926815770636244,,315,POINT (343689.963324 161825.692011),POINT (340392.9264 155733.867635)
1871,Belford,within,0.34018958650236475,,55,POINT (415006.117666 630682.624457),POINT (415011.773903 631022.767018)
1871,Bellingham,within,1.718929136368555,,58,POINT (376389.342701 590721.9355),POINT (377454.867145 589373.093391)
1871,Belper,within,10.143193400165941,,488,POINT (435094.927311 358127.379382),POINT (434803.843695 347988.363519)
1871,Berkhampstead (1837-1939),within,0.49290969631407583,,512,POINT (495277.420798 212136.032895),POINT (495314.969787 211644.555488)
1871,Berwick,within,8.693454404149547,,53,POINT (397193.204376 654369.045539),POINT (397830.775234 645699.002121)
1871,Beverley (1837-1937),within,9.39719307922453,,397,POINT (483962.551872 419370.360494),POINT (474615.801453 420342.72584)
1871,Beverley (1974 onw),within,9.39719307922453,,397,POINT (483962.551872 419370.360494),POINT (474615.801453 420342.72584)
1871,Bicester,within,6.893232826475686,,276,POINT (435728.027478 214423.742447),POINT (432881.214527 208145.819636)
1871,Bideford,within,0.6489051163068755,,345,POINT (234344.513008 121862.348287),POINT (234990.565552 121923.126245)
1871,Biggleswade,within,7.6613887956236715,,556,POINT (509988.771771 249872.153687),POINT (503640.232162 254160.850821)
1871,Billericay,within,4.535923503116809,,284,POINT (556102.367582 198231.006636),POINT (554854.889109 202592.015635)
1871,Billesdon,within,6.294276532868853,,78,POINT (485421.360319 291627.512733),POINT (487409.402722 297599.581426)
1871,Bingham,within,10.956592116325744,,90,POINT (481750.42502 336084.233769),POINT (492397.181279 333497.055388)
1871,Bishops Stortford,within,7.298954273070913,,285,POINT (540669.409728 225950.159012),POINT (547372.191463 223060.963538)
1871,Blaby,within,6.238613768648983,,138,POINT (438257.628642 296053.264596),POINT (443895.690325 293382.578877)
1871,Blackburn,within,1.4313912705555134,,23,POINT (370777.156471 410099.451013),POINT (370145.347616 411383.856922)
1871,Blandford,within,7.297720279807597,,623,POINT (388431.77265 112834.93058),POINT (387075.700856 105664.310623)
1871,Blean,within,1.8865258176066564,,310,POINT (615480.396297 165440.196158),POINT (616921.04788 164222.204912)
1871,Blofield,within,6.226072837185984,,105,POINT (610262.978197 322948.40613),POINT (615306.095769 326599.563224)
1871,Blything,within,6.7813935819287545,,542,POINT (613218.335876 291672.098497),POINT (619103.252196 288302.37168)
1871,Bodmin,within,0.5747782092428209,,407,POINT (205241.478836 69390.76401),POINT (205807.938454 69293.329462)
1871,Bolton,within,1.8489964375112533,,394,POINT (379525.385772 422213.155431),POINT (380374.749365 423855.522416)
1871,Bootle Cul,within,1.3568985201028991,,43,POINT (315714.354883 493838.497845),POINT (315528.746153 495182.641808)
1871,Bosmere,within,7.112333366429042,,553,POINT (596476.229324 257294.615421),POINT (600148.204778 263385.746857)
1871,Boston,within,4.539198560279948,,438,POINT (508778.481647 327183.09634),POINT (508477.879001 322653.862231)
1871,Bourne (1837-1933),within,12.456308808276516,,90,POINT (504011.832367 328995.998931),POINT (492397.181279 333497.055388)
1871,Bourne (1974 onw),within,12.456308808276516,,90,POINT (504011.832367 328995.998931),POINT (492397.181279 333497.055388)
1871,Brackley,within,6.115069947291209,,441,POINT (434361.067694 321233.539623),POINT (436570.619648 315531.613578)
1871,Bradfield,within,1.0425243253433532,,573,POINT (462482.403109 173165.941313),POINT (461928.019255 172283.039557)
1871,Bradford,within,11.451739838636797,,376,POINT (406175.516173 466623.233717),POINT (397797.613741 458815.987329)
1871,Bradford upon Avon,within,8.327575377094282,,288,POINT (457174.813927 198239.77851),POINT (448884.725003 199029.042279)
1871,Braintree,within,8.196961532874193,,504,POINT (562053.281543 239262.163144),POINT (554172.869406 237006.219235)
1871,Brampton,within,6.745688999563047,,64,POINT (361384.409766 557931.65654),POINT (356957.81266 563021.799774)
1871,Brecknock,within,1.991766562470435,,505,POINT (300629.355662 227008.420382),POINT (298838.893059 227880.989982)
1871,Brentford,within,0.3374021499645093,,524,POINT (516175.026268 178423.792487),POINT (516255.33064 178751.498787)
1871,Bridge,within,6.020633962541523,,322,POINT (583606.778009 147399.45806),POINT (584260.434236 153384.503327)
1871,Bridgend (1996 onw),within,5.100120084812644,,248,POINT (288461.74553 177826.218429),POINT (292774.748239 180548.20897)
1871,Bridgend (to 1970),within,5.100120084812644,,248,POINT (288461.74553 177826.218429),POINT (292774.748239 180548.20897)
1871,Bridgnorth,within,3.0900461505788592,,175,POINT (363567.732366 269345.904778),POINT (361055.973065 267546.057443)
1871,Bridgwater,within,8.258540932040649,,317,POINT (352794.952423 154707.997634),POINT (360248.551649 158264.309898)
1871,Bridlington (1837-1937),within,5.1673517907658795,,52,POINT (505663.161634 459795.129042),POINT (500503.250478 459517.926252)
1871,Bridlington (1974 onw),within,5.1673517907658795,,52,POINT (505663.161634 459795.129042),POINT (500503.250478 459517.926252)
1871,Bridport (1959 to 1997),within,0.4696242704408697,,364,POINT (346053.669856 93269.387243),POINT (346073.674863 92800.189252)
1871,Bridport (to 1958),within,0.4696242704408697,,364,POINT (346053.669856 93269.387243),POINT (346073.674863 92800.189252)
1871,Bristol,within,3.2002842104355924,,250,POINT (372476.864769 183796.78669),POINT (374145.422432 181065.901421)
1871,Brixworth,within,6.1423588329293395,,543,POINT (470821.202618 281838.952493),POINT (471976.823565 287871.622902)
1871,Bromley,within,7.1552773414032735,,594,POINT (536730.246862 167385.654047),POINT (543642.058994 165535.019862)
1871,Bromsgrove,within,2.801554440918307,,165,POINT (394698.023552 273319.684631),POINT (397446.503062 273862.425517)
1871,Bromyard,within,9.101856781042827,,186,POINT (357642.760353 248523.074961),POINT (365226.269387 253556.382779)
1871,Buckingham,within,4.103573765136505,,208,POINT (465719.70737 229952.27409),POINT (469443.992513 231675.357901)
1871,Builth,within,5.34605968058022,,169,POINT (298348.530049 262722.363985),POINT (296434.344749 267713.981834)
1871,Burnley,within,1.5002944805022627,,388,POINT (385000.736391 434032.007963),POINT (385764.79462 435323.169669)
1871,Burton upon Trent,within,6.636702668374146,,500,POINT (426980.265582 331842.9434),POINT (424441.086788 325711.190522)
1871,Bury,within,6.390018083251238,,461,POINT (376364.555411 403859.729306),POINT (375223.466761 397572.420836)
1871,Bury St Edmunds,within,3.2040359011858004,,610,POINT (391792.273944 124595.636133),POINT (393877.617944 127028.162897)
1871,Caistor,within,3.291692071643466,,24,POINT (512544.752048 396737.11019),POINT (513977.440963 399700.661973)
1871,Calne,within,0.2365421351960048,,240,POINT (400985.998782 172025.620123),POINT (401167.380864 172177.451352)
1871,Camberwell,within,0.40917029727240484,,589,POINT (533647.221086 175517.763274),POINT (533905.966975 175200.791829)
1871,Camelford,within,0.19121814977006193,,404,POINT (211942.286224 84757.656496),POINT (211753.167568 84729.398492)
1871,Canterbury,within,7.773061595702494,,246,POINT (401596.207926 189569.099508),POINT (394294.587511 186903.236444)
1871,Cardiff (1837-1974),within,11.001487355344574,,226,POINT (312983.896377 184548.574671),POINT (304365.707246 191386.669444)
1871,Cardiff (1996 onw),within,11.001487355344574,,226,POINT (312983.896377 184548.574671),POINT (304365.707246 191386.669444)
1871,Cardigan,within,9.340710184678356,,197,POINT (225441.36261 240079.540632),POINT (234779.39337 240303.255332)
1871,Carlisle,within,5.520935071768223,,35,POINT (344475.772776 533346.546379),POINT (349451.992052 535737.773216)
1871,Carmarthen,within,5.502755565097575,,210,POINT (258041.190961 228767.343877),POINT (260528.461165 223858.79972)
1871,Carnarvon,within,1.5314590347100852,,484,POINT (250811.407086 360105.977476),POINT (250530.770735 358600.450985)
1871,Castle Ward,within,5.0895726871675935,,61,POINT (411816.173511 579410.842422),POINT (413122.596553 574491.796887)
1871,Catherington,within,0.23100921725716017,,301,POINT (470958.914243 114211.000535),POINT (470790.243756 114053.154011)
1871,Caxton,within,5.291791928667493,,556,POINT (502453.985195 249003.731475),POINT (503640.232162 254160.850821)
1871,Chapel en le Frith,within,2.018269406416911,,468,POINT (410442.792813 384404.659733),POINT (410591.15127 382391.850461)
1871,Chard,within,7.102320899661544,,334,POINT (351776.188145 136198.133853),POINT (351938.317822 143298.603988)
1871,Cheadle,within,2.3029633869075057,,89,POINT (398878.960118 344168.044774),POINT (400897.351027 345276.980525)
1871,Chelmsford,within,0.46254298942361544,,271,POINT (571340.515858 206184.983448),POINT (570984.448632 205889.751086)
1871,Cheltenham,within,6.405975039880976,,517,POINT (370738.600212 193787.501996),POINT (364706.816964 191630.16404)
1871,Chepstow,within,4.404395323153567,,261,POINT (352903.523343 209469.953173),POINT (349384.922881 212119.132094)
1871,Chertsey,within,4.020643606587099,,311,POINT (497122.151145 163844.375234),POINT (501071.750894 163091.888131)
1871,Chester le Street,within,7.022209434991861,,269,POINT (420923.644843 557498.734779),POINT (426573.229904 553328.169591)
1871,Chesterfield,within,3.6566556200572187,,476,POINT (433013.433438 380603.531287),POINT (431179.355316 383766.961035)
1871,Chesterton,within,5.120878165153467,,163,POINT (529981.811852 278516.825365),POINT (532997.11022 274377.819575)
1871,Chichester,within,8.96986267596732,,289,POINT (325370.72877 206958.02762),POINT (331971.208436 200884.14051)
1871,Chippenham,within,2.7106113722263174,,246,POINT (396033.573306 188982.501317),POINT (394294.587511 186903.236444)
1871,Chipping Norton,within,1.8543811715176333,,506,POINT (430926.999193 225648.151695),POINT (431672.7286 223950.324501)
1871,Chipping Sodbury,within,0.7702183961478719,,222,POINT (375140.666815 197380.269059),POINT (375645.011613 197962.396795)
1871,Chorley,within,6.027103353199218,,20,POINT (359733.99747 413441.947882),POINT (356984.180995 418805.201017)
1871,Chorlton,within,1.6533915240107853,,467,POINT (385548.137318 392798.36494),POINT (385271.843143 394428.50759)
1871,Christchurch (1837-1925),within,5.640636847916523,,627,POINT (418386.92546 100228.430503),POINT (414458.889185 96180.305619)
1871,Christchurch (1932-1974),within,5.640636847916523,,627,POINT (418386.92546 100228.430503),POINT (414458.889185 96180.305619)
1871,Church Stretton,within,1.3416548744789933,,135,POINT (348625.577917 292188.559191),POINT (347852.56191 293285.13753)
1871,Cirencester,within,8.433607957807464,,279,POINT (396725.046848 207884.850701),POINT (403603.932472 203005.642184)
1871,Cleobury Mortimer,within,7.271866636546193,,129,POINT (393847.51047 296465.437113),POINT (386853.463982 294474.618661)
1871,Clifton,within,7.446699717302312,,113,POINT (369346.082358 310871.532803),POINT (363270.306012 315177.142919)
1871,Clitheroe,within,14.898431181129048,,7,POINT (386080.255587 451888.434497),POINT (371666.912436 448117.653295)
1871,Clun,within,4.837270514987936,,136,POINT (337836.046653 289199.988362),POINT (333697.02193 286696.458778)
1871,Clutton,within,4.813360929580023,,525,POINT (362939.312435 175810.161166),POINT (358702.47374 178094.376855)
1871,Cockermouth,within,2.6329885977570364,,36,POINT (319170.817119 527656.411867),POINT (317712.416815 525464.22175)
1871,Colchester,within,5.64062014801803,,255,POINT (436769.976282 168521.918888),POINT (431276.242706 169800.780511)
1871,Congleton,within,0.5326740322556032,,82,POINT (380381.493489 362267.423504),POINT (380050.597157 362684.855225)
1871,Conway (to 1937),within,3.1857041735177214,,33,POINT (275515.967555 371752.426197),POINT (278144.416749 373552.416728)
1871,Cookham,within,0.12712741064124558,,254,POINT (486308.947702 179712.054486),POINT (486384.382283 179609.726569)
1871,Corwen,within,4.128081225130903,,88,POINT (304571.409399 342598.226979),POINT (308699.489795 342600.842939)
1871,Cosford,within,13.35789558397616,,194,POINT (580036.881502 254264.0266),POINT (587108.513346 242931.533605)
1871,Coventry,within,0.7561823542795938,,577,POINT (533279.351033 181126.859486),POINT (532532.079393 181242.604246)
1871,Cranbrook,within,8.819706153547015,,353,POINT (565676.415959 139300.140577),POINT (566374.328521 130508.091061)
1871,Crediton,within,9.066514070333527,,425,POINT (274231.634272 112080.066341),POINT (278375.229276 104015.805815)
1871,Crickhowell,within,8.040562337257548,,169,POINT (300190.011316 260604.438154),POINT (296434.344749 267713.981834)
1871,Cricklade,within,8.826778956628319,,245,POINT (404010.324084 178501.977589),POINT (407530.598556 186596.40125)
1871,Croydon,within,5.246925149236285,,597,POINT (476480.546095 149603.190329),POINT (477962.290499 154636.544781)
1871,Cuckfield,within,4.964224992219002,,355,POINT (527519.910774 128280.654746),POINT (529659.426508 123801.145599)
1871,Darlington,within,9.952200750617186,,5,POINT (438435.518359 472393.176961),POINT (428486.694877 472652.427996)
1871,Dartford,within,5.331684491923062,,520,POINT (539333.510328 198348.287393),POINT (534066.905217 197517.787465)
1871,Daventry,within,2.4991894096094085,,198,POINT (443620.583923 244516.743679),POINT (442990.890755 242098.183318)
1871,Depwade,within,2.925363100404252,,133,POINT (595234.993507 297829.527167),POINT (597210.185094 295671.665387)
1871,Derby,within,7.817730242375396,,479,POINT (435455.487331 363604.119217),POINT (438311.750407 370881.389817)
1871,Devizes,within,1.4194488048582161,,312,POINT (403575.854101 159868.805323),POINT (402481.047422 158965.349045)
1871,Dewsbury,within,9.465859545081013,,396,POINT (424464.463218 413486.590888),POINT (431767.536791 419508.850707)
1871,Docking,within,5.9169336540569075,,95,POINT (572536.11457 332835.153747),POINT (577237.723436 336427.503666)
1871,Dolgelly,within,6.634250633810054,,109,POINT (269227.542393 322316.984772),POINT (273285.360518 317068.423679)
1871,Doncaster,within,6.784127567149709,,402,POINT (455405.751503 396725.235093),POINT (457377.968919 403216.363294)
1871,Dorchester,within,3.515714202867703,,625,POINT (363684.588882 97398.620863),POINT (367140.347642 96752.108875)
1871,Dorking,within,2.2706007301849063,,332,POINT (516904.959186 146725.219908),POINT (515360.020596 145061.25103)
1871,Dover,within,4.798142997601955,,540,POINT (502904.917439 294615.679457),POINT (503404.410664 289843.606244)
1871,Downham,within,3.6923560382511647,,446,POINT (565616.713743 301305.296746),POINT (563054.703849 303964.168389)
1871,Driffield,within,8.764724984359706,,6,POINT (490143.680632 451806.392944),POINT (481743.629359 449304.485139)
1871,Droitwich,within,8.853083733205827,,442,POINT (406591.874671 304189.112563),POINT (410213.120236 312267.706014)
1871,Droxford,within,0.033205166641667345,,359,POINT (459902.085488 117937.587719),POINT (459891.582367 117969.087998)
1871,Dudley (1913-35),within,0.09852898561140527,,150,POINT (394082.272479 291286.267432),POINT (394124.346285 291197.173347)
1871,Dudley (1935-66),within,0.09852898561140527,,150,POINT (394082.272479 291286.267432),POINT (394124.346285 291197.173347)
1871,Dudley (1966 onw),within,0.09852898561140527,,150,POINT (394082.272479 291286.267432),POINT (394124.346285 291197.173347)
1871,Dudley (to 1912),within,0.09852898561140527,,150,POINT (394082.272479 291286.267432),POINT (394124.346285 291197.173347)
1871,Dunmow,within,4.728449096579335,,220,POINT (557814.244366 224666.835847),POINT (561719.068804 222000.269335)
1871,Durham (1837-1938),within,0.6316981131338862,,366,POINT (418027.561063 545546.688628),POINT (418379.371446 545022.024964)
1871,Dursley,within,0.8202448704654314,,222,POINT (375847.821704 198757.173314),POINT (375645.011613 197962.396795)
1871,Easington,within,4.063983385304229,,3,POINT (438505.949567 545059.810689),POINT (440684.803561 541629.277752)
1871,Easingwold,within,9.978272748404395,,386,POINT (450179.577783 447135.031401),POINT (447218.958539 437606.093332)
1871,East Ashford,within,4.700822763800345,,337,POINT (599022.074153 145417.518736),POINT (594609.719284 143796.143034)
1871,East Grinstead,within,5.39751878139624,,603,POINT (540792.24072 141858.216685),POINT (539353.463604 136655.993179)
1871,East Retford,within,7.129419881295591,,28,POINT (463433.391342 380911.350519),POINT (456306.119473 380736.354665)
1871,East Stonehouse,within,0.15041391774627122,,416,POINT (246479.71701 54163.853757),POINT (246602.860833 54250.224734)
1871,East Ward,within,3.6393126219092755,,39,POINT (376298.393089 512295.371791),POINT (373172.88071 514159.713156)
1871,Eastbourne,within,4.2111057133542005,,609,POINT (555153.123019 124056.292474),POINT (551080.167799 125126.080816)
1871,Easthampstead (1837-1937),within,2.1482558853047524,,244,POINT (485814.883434 167634.739388),POINT (487788.532651 168483.097872)
1871,Easthampstead (1967-74),within,2.1482558853047524,,244,POINT (485814.883434 167634.739388),POINT (487788.532651 168483.097872)
1871,Eastry,within,7.059269223421287,,595,POINT (526623.421438 169921.733023),POINT (531356.211931 164683.987695)
1871,Ecclesall Bierlow,within,11.477752138816488,,468,POINT (421975.322012 383854.536579),POINT (410591.15127 382391.850461)
1871,Edmonton,within,4.149661481862253,,520,POINT (532389.143808 193722.420939),POINT (534066.905217 197517.787465)
1871,Elham,within,3.4511295635354107,,337,POINT (597728.463746 145273.887344),POINT (594609.719284 143796.143034)
1871,Ellesmere,within,5.22320780162451,,493,POINT (347691.819948 344398.074179),POINT (352895.549581 343947.410613)
1871,Ely,within,6.885748147159865,,539,POINT (536862.791697 286224.157252),POINT (541203.474374 291569.435677)
1871,Epping,within,0.054348961383197975,,280,POINT (544918.700827 203593.562354),POINT (544969.936889 203611.691765)
1871,Epsom,within,3.1373756744776506,,590,POINT (518163.178142 172561.632409),POINT (519679.858298 175308.049608)
1871,Erpingham,within,6.572639108691916,,110,POINT (595644.140652 322376.403242),POINT (596792.314641 315904.828368)
1871,Eton,within,4.60438194966435,,508,POINT (509329.210229 225417.573883),POINT (505961.264895 222277.943751)
1871,Evesham,within,2.604479495898236,,147,POINT (406108.449853 246002.399413),POINT (407202.454989 243638.828765)
1871,Exeter,within,16.184984917484336,,361,POINT (278392.623949 91521.234896),POINT (294515.194003 90101.209674)
1871,Falmouth,within,0.37493171064121333,,417,POINT (176097.816065 32761.807976),POINT (176443.643799 32616.973704)
1871,Fareham,within,3.7171170115632104,,426,POINT (455416.386461 110020.919471),POINT (457731.459569 107112.759334)
1871,Faringdon,within,2.0462918176528406,,225,POINT (428377.840833 195699.923695),POINT (428710.354709 193680.828668)
1871,Farnham,within,5.131924517282789,,254,POINT (481859.092505 177189.313035),POINT (486384.382283 179609.726569)
1871,Faversham,within,11.295858516330695,,556,POINT (512410.635718 247042.112093),POINT (503640.232162 254160.850821)
1871,Ffestiniog,within,1.2437857496728097,,491,POINT (262776.86555 340293.597352),POINT (264020.027055 340332.998665)
1871,Flegg,within,12.402465284524945,,96,POINT (625759.083409 328777.748126),POINT (616726.367944 337276.641963)
1871,Foleshill,within,2.422494750294186,,166,POINT (430987.341531 279306.773185),POINT (433398.282202 279070.455821)
1871,Fordingbridge,within,8.326050107852758,,320,POINT (413689.048738 163684.478228),POINT (417036.465256 156060.967681)
1871,Forehoe,within,9.570887919923763,,541,POINT (574539.827363 293881.623193),POINT (581269.746013 287076.471429)
